project_id,user_id,members,mentions,message_number
176,23,26 5 79,0 0 5,5 7 5
39 67 ,53,147 9 158 33,0 0 0 53,4 17 2 26
189,56,3 4 81 6 50 144 59,0 144 0,1 2 1
67 76 ,62,58 147 79 17 ,0 62 62 0,9 23 3 1
61,69,9  83,0 0 69,3 2 17
41,74,3 79 16 155 154,0 0 0 0 0,1 10 12 8 6
144 167 176 180 195 ,79,58 147 23 90 74 62,0 0 0 0 0 0,7 5 25 13 81 30
39,81,9 154 141,0 0,11 1
141,90,145 146 17 79,0 0 0,7 95 1
50 76 141 ,138,66 14 17 9 162,0 0 0,5 1 2
189,144,56,0,2
72 76 ,147,50 79 53 62,147 0 0 147,31 1 2 51
141,155,74,0,3
141,156,85 32 153 ,156,11 3
39 176 ,162,158 9 17 83,0 0 0,4 7 1
195,3,11 4 5 83 16 90 141,0 0 0 0 0 0 0,2 4 1 1 3 1 1
71 73 75 174 ,11,3 11 83 81 141,0 0 0 0 0,1 3 1 1 1
141,16,83 53 138 90 154 74,0 0 0 0 0 0 0,4 3 25 5 1 1 1
141,17,83 53 138  62 162,0 0 0 0 0,2 1 3 15 3
176,23,27 56 26 4 59,0 0 0 0,32 21 13 10
67,30,50,30,1
39 180 ,53,56 79 154 83 33 147 158 16 17,0 0 0 0 0 0 0 0 0,6 3 6 1 6 3 1 5 64
189,56,27 11 81 4 144 65 59,0 0 0 0 59,1 2 1 1 4
67 173 ,62,58 6 79 4 83 85 147 153,0 0 0 62 0 62,12 5 3 1 2 1
41 76 ,74,83 79 16,0 0 0,4 7 5
50 67 167 176 180 195 ,79,83 53 147 90 74 62,0 0 0 0 0 79,8 8 8 16 2 24
39 73 74 178 ,81,11 81 56 33 138 9 154,0 0 0 0 0 0 81,4 3 1 1 1 1 2
195,85,4 83 153 156 6 62,0 0 62,3 2 2
141,90,10 79 16,0 0 0,4 2 2
141 197 ,138,81 83 16 17,0 0 138 0,1 3 2 1
71,141,3 11 4 69 83,0 0 0 0 0,2 4 3 2 1
189,144,83,0,5
67 190 ,147,58 53 79 50 59 165 62,0 0 0 0 0 0 147,1 2 3 3 24 3 1
71,152,17 156 4 62,4 156 0,2 1 4
44 177 178 ,154,145 69 53 16 146,0 0 0 0,1 2 2 4
176,162,17 83,0 0,9 1
71 73 74 174 ,11,69 56 50 92 3 11 4 81 83 85 138 9 141,11 0 0 0 0 0 0 85 92,8 2 2 1 1 1 6 6
141,16,16,0,1
141 176 ,17,1  62 162,0 0 17 0,4 1 4 2
176,23,50 4 5 26,0 23 0 0,3 5 4 5
39,53,81 158 33,33 0 0,24 6 15
70 173 ,62,17,0,4
61,69,11 83 141,0 0 0,1 3 1
41 76 ,74,144 79 56,0 0,13 2
39 178 ,81,53 56 6 154 92 145 11 81 14 59 9,0 0 0 0 0 0 81 0 0 0 0,3 10 1 2 7 1 11 1 16 11 23
50,83,11 85 69 9 92 141,0 83 0 0 0 0,2 10 2 3 6 1
141,90,155 92 85,0 90 0,46 17 4
50 141 ,92,81 83 11 85 90 154,0 0 0 0 85,4 1 11 1 4
50 141 197 ,138,11,0,1
39 50 73 ,141,3 11 69 83 17 9,0 0 0 0 0 141,3 3 3 1 5 7
189,144,56 10 65  74,0 0 0 0,2 1 7 2
190,147,5 79,0 0,1 24
44 67 177 178 ,154,3 4 81 16 10 92,0 0 0 0 0 0,3 1 1 1 18 1
141,155,90,0,3
72 141 ,156,85 32,32 156 156,8 1
39 176 ,162,9 17 158,0 0,1 1
7,166,4,0,1
71 73 74 ,11,3 11 85 147 50 9 92,0 0 0 0 11 0,2 4 4 2 2 7
141,16,90 92 74,0 0 0,3 3 3
141 176 ,17,81 62 138  141 162,81 0 0 0 0,1 5 1 2 1
176,23,50 5,0 0,13 4
39,33,9 162 53 33,0 0 0 0,20 4 24 2
39 67 76 ,53,3 33 147 158 50 9,0 0 0 0 0 0,1 1 34 2 1 3
2 50 75 189 ,56,50 144 74 3 81 4 11 9,0 56 0 0,3 5 2 2
67 173 ,62,147 79 50 17 ,0 62 0 0,9 63 4 3
41 50 76 189 ,74,56 16,0 0,1 2
2 178 ,81,56 10 154 92 4 156 17 59 143 9,0 0 0 0 0 81 0 0 156,7 5 1 3 1 6 9 11 1
74,85,4 11 156 90 92,0 0 0 85 0,2 4 3 10 2
74 141 178 198 ,92,81 11 85 16 90,0 0 0 92 0,2 3 10 8 1
2 50 141 197 ,138,17 83,138 0,4 12
50 71 72 ,141,9 4 83 81,0 0 0,10 11 5
50 76 189 ,144,50  74 56,0 0 144 0,1 1 1 3
50,152,27 144 17 62,0 144 62,3 11 6
178,154,4 81,0 0,1 7
2 141 176 ,156,81 17 85 4,0 81,2 3
39 176 ,162,17 33,0 0,3 2
39,9,53 56 23 10 3 4 81 33 141 162,0 0 0 0 0 0 0 0 0 0 0,4 13 1 10 9 4 27 4 8 11 4
39,10,27 33 90 51 9,0 0 0 0 10,8 2 6 3 2
50 71 73 74 75 ,11,3 11 4 85 147 50 90 92,11 0 0 0 0 0 0,2 10 3 4 3 2 6
41 141 ,16,138 92 14,0 0 0,9 1 7
2 141 176 ,17,1  62 162,0 0 0,6 5 10
176,23,9 4 5 79,0 0 0 0,2 32 1 1
67,30,50,30,1
39 67 190 ,53,147 9 79 33,0 0 0 53,3 24 5 4
50 75 195 ,56,9 5,0 56,5 4
50 135 195 ,62,50 17,0 0,4 4
1,63,154,0,1
61,69,50 4,0 69,1 5
76 189 ,74,144 79,0 0,4 2
72,79,83 53 23 90 74,0 0 0 0 0,1 10 10 1 7
17 50 72 76 195 ,83,85 138 79 144  141,0 0 0 0 0 0,1 1 6 4 2 2
50 198 ,85,11 83 156 50 92,0 0 0 0,14 2 2 7
141,90,10 11 92 79,0 0 0 0,1 3 8 6
72 141 178 ,92,155 90 11 85,0 0 0,5 3 2
2 72 141 ,138,138 83 16,0 0 0,4 6 1
17 39 50 72 195 ,141,4 83 81 158 144 9 ,0 0 0 0 141,3 2 5 4 7
67 190 194 ,147,50 165 53,0 0 0,14 9 3
67 75 177 178 ,154,92 83 63,0 0 0,1 1 1
141,155,92,0,1
70 141 ,156,85,85,3
39 176 ,162,9 17,0 0,6 7
67,165,147,0,3
173,62,1  17,62,3
178,145,146 154,0,2
141,92,90,92,17
39,9,27 10 50 3 4 81 33 158 141,0 0 0 0 0 0 0 0 0,4 10 11 1 1 11 1 13 2
39,10,27 9 3 5,0 0 0 0,8 4 8 9
70 71 73 74 ,11,11 4 56 50,11 0 11 0,15 2 7 1
141,14,90 3 81 16,0 0 0 0,1 7 8 1
141,16,138 92 14,0 0 0,10 3 2
141 176 ,17,1  138,0 0,3 11
32 67 ,23,27 3 5 147 50 26,0 0 0 0 23 0,9 2 23 5 14 1
67,30,50 58 51 59,0 0 0 0,3 1 2 4
39 67 190 ,53,3 5 33 79 50 154,0 0 0 0 0 0,2 3 6 2 1 18
74 189 ,56,11 50 144 59 154 141,0 0 0 56 56 56,1 4 6 1 5 1
67,58,50 30,0,5
72,69,83,0,6
41 75 ,74,144 79,0 0,10 3
39 178 ,81,145 4 14 9 154 92,0 0 81 0 0 0,1 5 14 3 11 40
16 17 50 70 72 141 195 ,83,3 69 14 138 79 154 141,0 0 0 0 83 0 0,10 3 8 3 41 4 2
141,90,10 92 79,0 0 90,2 4 4
141 178 ,92,4 81 16 90 154,0 0 0 0 0,4 1 2 1 1
141,138,17 83 63 16,0 0 0 138,1 1 3 20
16 39 70 72 ,141,3 83 56 158 50,0 0 0 0 0,2 1 2 3 3
189,144,1  74 56,0 0 0,6 1 2
178,145,81,145,9
32 190 ,147,3 4 23 50 165,0 0 0 0 0 4,1 2 3 1 24 4
67 72 177 178 ,154,4 83 81 53 92,154 154 154 0 0,3 14 39 1 6
141,156,1  85,85,2 9
67,165,147,165,18
67 71 73 74 75 174 ,11,56 50 3 11 4 83 147 9 141,0 0 0 0 0 0 4 0 56 147,10 12 8 5 2 3 8 1 2
75 141 ,14,16,0,2
141,16,90 14 16,0 0 0,2 2 2
71 76 141 176 ,17,3 81 138 62 162,0 0 0 0 0,6 19 2 3 1
176,23,27 4 5 79 26,0 0 0 23 0,2 5 5 5 1
76,33,10 53,10 0,13 2
67,53,62 33,0 0,6 2
2 75 189 196 ,56,27 32 50 90 3 11 81 85 4 147 59 9,56 0 0 0 56 56 0 85 56 0 59 56 0 4,6 12 3 3 4 8 6 3 5 1 9 1 2
50 135 ,62,17,0,19
41 76 ,74,79,0,21
178,81,4 56 50 17 63 9 154 92,81 81 0 0 0 0 0 0,8 12 4 5 5 8 12 20
75 76 194 ,85,147 6 56,6 0 0,1 4 3
141,90,83 56 79 16 92,0 0 0 0 0,2 19 29 3 42
71 75 141 178 ,92,90 81 79 16,0 0 0 92,1 9 5 23
50 75 76 141 ,138,17 66 6 162,0 0 0,1 5 3
70 73 ,141,56 79 50 3 4 83 11 9,0 0 0 0 0 83,27 1 40 1 2 12
76 189 ,144,10 65,0 0,1 2
190 194 ,147,11 5 85 56 23 50 59,147 0 0 0 0 147 0 0,7 7 11 7 3 8 2 2
70 76 ,152,156,0,1
71,154,4 81,0 0,1 16
75 76 141 ,156,1,1,1
76,158,10 9,0 0,13 4
76,162,66 69 138 17 9,0 0 162 0,1 2 4 5
7,166,4,0,2
39 168 ,10,27 9,0 0,1 3
67 71 73 74 ,11,9 3 4 50,11 11 0 0,27 6 2 4
78 141 168 178 ,14,90 81 53 16,14 0 0 0,23 1 3 1
141,16,90 138 83 14,16 0 0 0,25 1 4 6
176,17,1  138 62,0 0 0,3 6 1
67 176 ,23,27 23 79 26 4 5 147 59,0 0 0 0 23 0 27 23 5 0,1 1 20 3 38 1 36 2
67 190 ,53,14 56 147 79 90 154 141,0 0 0 0 0 0,1 4 2 6 9 21
67 189 ,56,3 53 153 50 90 59,0 0 0 0 0 0,5 1 1 3 1 6
67 135 ,62,9 17,0 0,1 2
41,74,90 3 6 79,74 0 0 0,10 1 8 7
178,81,145 14 63 9 92,0 0 0 0 0,5 3 3 4 6
17 72 ,83,69 138 16 143  141,0 83 0 0 0 0 0,2 12 15 11 3 45 3
141 180 ,90,74 14 53 16 155 154 92,0 0 0 0 0 0 0,2 3 8 4 1 3 1
141 178 180 199 ,92,145 81 90 154 141,0 0 0 0 0,3 6 16 2 2
72 141 180 ,138,83 156 16 17 9,0 0 0 0 0,3 4 2 6 4
4 39 72 ,141,4 83 53 147 158  92,141 0 0 141 0 0 0 141,1 5 8 21 3 13 1 19
178,145,81 85 4 146 154 92,145 0 145 0 0,8 1 3 1 4
178,146,145 4,4,1
190,147,53 23 79 50 165 141,0 0 147 0 0 0,1 4 37 7 4 1
178,154,145 53 90 146 92,0 0 0 0,1 2 2 5
141,155,90,0,3
141,156,138 69,0 0,1 4
67,165,147,0,2
39,10,27 83 33 158 16 9 92,0 0 0 0 0 0 0,11 3 1 1 3 3 5
2 67 72 73 ,11,3 11 83 56,0 0 0 0,18 1 5 4
141,14,81,0,8
141,16,53 147 79 10 92 141,0 0 0 0 0 0,5 3 1 8 11 1
141 176 ,17,141 79 62 162,0 0 0 0,8 6 3 2
67 176 196 ,23,10 23 5,23 23 0,6 2 1
67,30,51,0,3
67 190 ,53,90 26 154 3 4 33 147 158 16 141,0 0 0 0 0 0 0 0 0 0,2 2 5 3 1 1 5 8 2 7
67,62,17 5,0 0,1 6
178,81,145 3 14 63 9 154,0 81 0 0 0 0,7 20 12 2 24 5
50 72 73 ,83,10 11 79 141,0 0 0 0,7 6 6 5
141,90,53 79 154 92 141,0 0 90 0 0,9 9 1 1 2
141 178 180 ,92,79 16 10 90 9 141,0 0 0 92 0 0,5 2 7 1 4 1
2 50 141 ,138,156,0,1
39 73 ,141,53 56 79 154 92 3 83 16 17 9 ,0 0 0 0 0 0 0 0 0 0 0,1 5 5 2 2 3 1 2 1 1 5
67 189 ,144,65 56,0 0,3 2
178,145,154 81,0 145 154,8 18
67 190 ,147,50 165 5 53,0 0 0 0,4 2 1 1
196,152,85 153 50 17 141,0 50 0 0 0,1 4 11 1 8
178,154,145 81 53 90 141,0 154 0 0 0 0 92,10 23 1 3 15 2 24
76 141 ,156,4 138 56,4 56 138,5 4 1
176,162,17,0,1
39,10,10 9 90 27,0 0 0 0,5 1 7 2
71 73 75 ,11,11 4 16 9 141,0 0 0 0 11,1 6 3 1 6
141,16,11 83 53 50 90 92,0 0 0 0 0 16,3 3 1 4 3 3
76 141 176 ,17,1  79 162,0 0 0,10 2 4
176,23,4 5 32 50 26,0 0 0 0 26,5 1 9 4 13
67 75 ,50,58 32 56 23 30 50 3 4 85 11 73 83 147 5 16 59 9 141,0 0 0 50 0 0 0 0 0,1 3 3 2 2 2 10 1 2
67,53,83 53 147 79 16 90 154,0 0 0 0 0 0 0,1 1 3 1 40 2 10
67,73,58 5 32 30 50 59,0 0,2 1
41 75 76 ,74,79,0,4
67 70 173 176 ,79,83 53 85 79 90 17 74 141,0 0 0 0 0 0 0 0,11 3 2 1 13 23 6 7
16 50 72 ,83,4 69 53 83 79 16 141,0 0 0 0 0 0 0,2 8 3 6 9 1 10
67 141 ,90,53 154 79 16,0 0 0,4 5 2
16 50 75 78 141 ,92,81 85 16 155 63 154 141,0 0 0 0 0 0 0,2 3 9 10 1 1 1
4 16 39 50 78 ,141,27 3 11 4 81 83 56 79 50 9 92,0 0 0 0 0 0 0 0,2 5 1 6 2 4 2 1
67 189 197 ,144,1  65,0 0,8 6
70 190 ,147,50 53,0 147,11 68
70 71 ,152,153 17 144 4,4 0 0 153 17,7 2 15 3
67 70 78 177 ,154,81 53 90 92,53 0 0 0,1 1 2 6
39 75 76 176 ,162,17 83,0 0,3 1
39,162,162,0,1
176,23,50,23,1
39,10,27 53 33,0 0 0,90 20 4
71 73 74 ,11,3 11 4 147 79 16 50 92,0 0 0 0,1 4 2 4
141,14,90,0,2
141,16,83 74 138 155 92,16 0 0 0 0,4 1 1 1 1
141 176 ,17,3 138 162,0 0 0,2 11 7
176,23,27 5 56 147 50 59 ,0 0 0 0,3 13 15 1
75,50,58 53 56 32 23 30 50 3 4 5 11 73 147 59 9 62,0 0 50 0 0 0 0 0 0,4 10 1 4 1 2 7 1 1
39 67 190 ,53,3 80 33 147 79 10 50 92,0 53 0 0 0 0 0 0,2 7 2 5 5 2 8 14
70 173 ,62,50 79,0 0,5 1
16 61 ,69,4 83,0 0,1 1
41 76 ,74,90 83 79 16,0 0 0 0,2 26 12 10
176,79,83 53 90 74 62,0 0 0 0 0,3 3 28 7 16
39 74 ,81,9 141,81 0,35 4
141,90,83 14 56 85 79 92 74 141,0 90 0 0 0 0 0 0,4 4 22 15 2 12 1 1
50 71 74 78 141 ,92,4 85 53 90,0 0 0 0,2 3 2 1
141,138,83 16 155 17,0 0 0 0,7 19 1 1
39 72 184 ,141,3 4 83 156 158 144 9 162,0 0 0 0 0 0 0 0,1 1 1 2 3 1 1 6
189,144,156 65 141,0 0 0,3 1 1
190,147,11 53 32 23 50 59 165,0 147 0 0 147 0 0,13 4 11 15 3 3 11
74,152,27 85 56 153 23 59,0 0 153 27 23,6 5 1 6
141,155,138 16,0 155,1 1
141,156,144 141,141,4
39 176 ,162,17,0,6
67,165,147,0,5
71 73 74 ,11,3 11 4 147 79 16 50 92,0 0 0 11 0 50 11,3 6 1 17 4 3
141,14,90 16,0 0,1 4
141,16,74 14,0 0,2 4
72 141 176 ,17,3 83 138  162,0 0 0 0 0,1 1 38 4 28
176,23,50 26 5 79,0 0 0 0,8 24 7 40
50 67 190 ,53,32 62 56 79 50 90 154 74 33 147 51 141,0 0 0 0 0 0 0 0 0 0,2 1 6 25 22 1 6 4 1 12
173,62,53 79,0 0,12 3
16 61 ,69,143,0,20
41 72 118 ,74,53 56 79 16 50 90,0 0 0,7 13 4
50 72 173 176 ,79,3 11 85 53 23 16 92 74 62,79 0 0 0 0 0,43 19 6 16 18 1
39,81,56 158 50 9 154,81 0 0 0 0,10 1 4 4 1
61,83,3 4 69 138 16 50 17 141,0 0 0 0 0 83 0,1 3 1 1 22 35 1
141,90,53 56 50 144 154 74 92 85 14 146,0 0 0 0 74 0,1 2 1 1 3 2
72 73 78 141 ,92,3 11 79 16 154 141,0 0 0 0,3 2 1 1
72 141 ,138,17 83,0 0,30 14
16 39 72 184 ,141,158 9 92 83,0 141 0 0,2 30 4 4
61 189 ,144,90  65,0 0 0,1 1 8
2 67 70 177 ,154,81 53 90 92,154 0 0 53 154,2 4 1 17
61,156,1  56,56 0,6 6
76,4,145 11 56 50 146 9,0 0 0 0 0,4 2 3 1 1
39,10,27 90 14,0 0 0,7 13 10
71 73 74 75 ,11,11 4 81 56 147 50,0 0 0 56 0 0 0,3 1 12 3 4 2 1
78 141 180 ,14,10 90 141 56,0 0 0 0,9 1 2 3
141,16,138 4 83,0 0,4 1
141 176 ,17,3 138  62 162,0 0 0 0 0,3 1 18 2 26
176,23,27 50 3 53,0 0 0 0,2 4 4 2
50 74 76 190 ,53,154 23 81 62,0 0 0 0,2 17 3 7
135 173 ,62,17 53,0 62,1 11
61,69,143 83,0 0,6 6
41 50 76 ,74,143 83 141,0 0 0,1 2 8
176,79,141,0,5
39 50 ,81,11 53 33 50 9,0 81 0 0,4 8 1 1
50 72 78 ,83,3 11 69 4 56 138 16 143 154,0 0 0 0 0 0 0 0,3 1 10 7 7 5 1 1
33 78 141 180 ,90,14 56 10 9 92 141,0 0 0 0 0 0,1 7 2 4 2 4
78 141 180 ,92,145 85 156 146 90 141,0 0 0 0 0,2 2 3 1 3
141,138,17 83 4 16,0 0,16 1
4 16 39 50 72 78 180 ,141,56 79 90 144 92 74 4 14 156 ,0 0 0 0 0 0 0 141 0,3 2 6 2 4 11 3 6 1
189,144,10 90  141,0 0 0 0,1 2 1 3
78,145,146 4 92,0 0,1 1
78,146,145 4,4,1
44 67 72 78 ,154,3 83 53 16 154,0 154 0 0 0,1 6 5 2 1
76,156,92,0,2
39,10,27 33 158 90 9,0 10 0 0 9,5 2 1 24 7
73 74 ,11,11 4 147 50 92 141,0 0 11 0 0 147,9 8 12 1 2 7
50 141 ,14,90 138 53,14 0 0,1 2 2
141,16,92 154 83,0 0 0,1 18 2
50 141 176 ,17,162,0,39
176,23,27 3 5 79 50 26,0 0 0 0 0 0,1 16 4 9 1 5
67 74 190 ,53,50 74 32 79,0 0 0 0,3 5 1 1
16 61 ,69,83,69,23
41 50 74 180 ,74,53 56 79 50 90,0 0 0,1 6 2
39 50 ,81,33,0,1
50 71 72 ,83,69 144 154 92 4 166 33 138 16 17 143 141,0 0 83 0 0 83 0 0 0 0,1 2 41 1 4 3 2 1 6 1
74 141 ,90,53 56 10 50 92 74 14,0 90 0 0 0,2 1 2 4 1
50 141 ,92,66 90 63 145 3 11 85 4 83 138 16 17 141,0 92 0 0 0 0 0 0 0 0 0,2 15 3 2 3 5 1 2 4 2 4
50 141 ,138,66 83 14 17 92 141,0 0 0 0 0,3 1 1 5 4
4 72 184 ,141,11 83 56 33 158 138 9 92 74,0 0 0 0 141 0 0,1 2 1 1 1 1 2
50 180 189 ,144,1  65 83,0 0 0,8 1 4
78,145,92,0,2
180,152,27 144 83 141,27 56 0 ,21 5 1
7,166,83,0,2
39,10,27 33 158 90 9 154 141,0 0 0 0 0 0 0,1 1 1 5 3 1 1
72 73 74 ,11,3 4 11 81 56 83 147 85 50 9,0 0 0 0 0 0 0 0,17 3 12 1 1 3 7 1
70 176 ,17,3 62 79 63 141,0 17 0 3 63,1 14 14 19
67,30,58,0,1
67 76 190 ,53,32 62 147 90 154 141,0 0 0 0 53 0,14 4 29 5 35 1
173,62,50 53 79,0 0 0,8 1 3
41,74,79 56,0 0,4 35
39 70 ,81,9 11 4 81,81 0 0 0,6 13 7 1
72,83,69 56 154 92 11 4 33 138 16 141,0 0 0 0 0 0 0 83 0 0 0,4 12 11 1 5 2 3 47 6 1 1
70 141 ,90,10 92,0 0,6 5
75 141 ,92,90 3 83,0 0 0,1 2 7
141,138,155 83 92 141,0 0,1 1
4 17 39 70 ,141,53 79 10 50 4 83 147 156 17 9,141 0 0 0 0 0 141 0 0 0,16 5 13 6 10 7 44 7 3 1
50 180 189 ,144,1,144,7
70,147,53 141,147 0,3 3
50 70 180 ,152,144 83,83 144,1 9
67 70 72 ,154,83 53 16,0 0 0,4 32 6
75,156,83 141,0,1
39 176 ,162,17,0,1
73,4,5 69 23 50 9,0 0 0 0 0,1 6 6 3 2
39,9,11 4 81 83 33 56 10  141,0 0 0 0 0 0 0 0,7 17 1 1 3 5 1 5
73 74 75 ,11,4 81 56 147 50 9 ,0 0 0 0 11 0 0,1 1 2 1 3 2 1
141,14,23 141,0 0,7 6
176,17,81 79  141 162,17 0 0 0 0,15 3 3 26 15
67,30,58 47 59,0 0,2 3
190,53,147 50,0 0,1 1
173,62,141,0,5
1,63,3,0,3
16 61 ,69,50 4 83,0 0 0,3 1 2
41 50 76 ,74,16,0,3
2 39 74 178 ,81,56 10 50 11 81 83 33 158 17 9,81 0 0 0 81 0 0 0 0 0,3 6 2 5 9 11 2 1 6 9
16 50 72 192 ,83,69 79 50 154 165 4 81 141 156 138 16 9  78,0 0 0 0 0 0 0 0 0 83 0 0 0 0,1 6 9 5 2 2 4 7 31 17 1 4 1 2
141 180 ,90,10 92,0 0,2 1
141 197 ,138,83,0,16
39 70 72 75 180 ,141,83 14 158 79 17 9 62 162,0 0 0 0 141 0 0 0,2 8 4 10 3 10 4 3
189,144,10 56,0 0,3 3
67 190 ,147,50 165,0 0,3 8
74,152,11 83 56 17 9,156 0 9 11,33 1 9
73,154,83,0,1
39 176 ,162,17,0,5
67,165,147 83,0 165,3 13
2 71 73 75 174 ,11,147 50 141,0 0,2 2
78 141 ,14,3 53 56 138 92,0 0 0 0 0,1 2 6 3 1
41,16,83 92 74,0 0 0,9 6 3
141 159 ,17,1  138,0 0,7 25
67,30,58 50 51 59,30 0 0,1 1 1
50 67 76 190 ,53,32 154 14 56,0 0 53 0,6 8 5 5
173,62,79,0,5
41 76 78 ,74,90 154 16,74 0 0,3 8 4
39 78 200 ,81,9 92 50,81 0 0,9 4 1
16 71 72 78 ,83,50 138 80 16,0 0 0 0,5 1 13 3
33 141 ,90,85 10 90 92 74 141,0 0 90 90 0 0,1 6 1 3 2 3
78 141 ,92,4 81 14 79 16 90,0 0 0 0 0 0,1 3 1 2 1 5
141,138,17 83,0 0,5 2
16 39 71 72 75 ,141,9 11 4 90,0 0 0 0,4 6 2 3
72 189 ,144,5,0,3
78,145,146 92,0,1
67,147,50 23,147 0,28 2
67 76 78 ,154,74 53,0 0,5 1
7,166,4,0,1
73,11,11 4 81 56 90 50,11 0 0 11,7 6 2 7
141 159 180 ,14,3 81 53 16 90 74,0 0 0 0 0 0,2 1 5 3 4 1
141 159 ,17,138,138 17,39
190,50,69 53 56 11 4 5 81 147 59,0 0 50 0 0 50 0 0 50,5 22 2 1 1 7 2 1 7
190,53,81 32 14 147 79 50,0 0 0 0 0 53 0,12 4 3 17 2 51 14
41 76 ,74,81 83 14 79 16,0 74 0 0 0,3 14 6 2 7
39 73 ,81,53 56 50 74 3 11 14 9 141,0 0 0 0 0 0 0 0,3 2 6 5 3 6 2 2
17 50 ,83,3 69 138 9 74 141,0 0 0 0 83 0 0,7 1 18 3 12 25 2
141,90,11 14 138 79 155 9 141,0 0 0 0 0 90 0,2 3 2 4 6 1 2
141 159 ,138,90 17 83,0 0 0,25 5 8
1 17 39 70 171 191 ,141,3 4 83 81 9 141,0 0 0 0 141 0 0,5 4 5 26 2 6 1
189,144,10 65 5 56,0 0 0 0,5 8 7 14
190,147,5 53 50 165,0 147 0 147,1 50 1 6
2 67 72 ,154,3,0,2
141,155,90,0,1
67,165,147,0,1
7,166,4,0,3
2 71 74 ,11,3 11 81 56 50 90,0 0 0 0 0 0,4 1 2 3 2 4
141,14,145 74,0 0,3 1
141,17,138,0,28
50 67 76 190 ,53,4 83 53 32 147 50 154 162,0 0 0 0 0 0 0,10 2 6 10 3 1 11
135 173 ,62,50,0,2
61 75 ,69,50 154 83,0 0 0,1 1 22
41 141 ,74,14,0,11
17 50 72 ,83,3 4 85 69 53 92 141,0 83 0 83 0 0 0,1 9 1 6 4 31 3
72 141 ,90,11 92 14,0 0 0,1 1 6
2 141 162 ,138,17,0,22
17 39 50 75 180 191 ,141,4 83 9 141 162,0 0 0 141 0,6 7 26 15 3
2 67 ,154,3 69 53 16,0 154 0 0,2 6 3 18
39,162,9 141,0 0,3 4
67,30,51,0,2
1 75 184 191 ,141,32 56 166 138 10 17 ,0 0 0 0 0 0 0,4 3 4 3 3 8 9
72 189 ,144,10 141,144 0,4 1
70,154,16,0,3
141,14,138 16,0 0,1 1
141,138,14 141,0 0,1 1
141,14,90,0,4
141,14,138,14,6
141,90,85,0,14
141 197 ,138,17 14,0 0,2 1
39,10,27 10 90 144 5 33 158 9 141,0 0 0 10 0 0 0 0 0,2 5 3 48 1 1 4 1 1
73 74 193 ,11,154 3 11 160,0 0 0 0,6 1 1 1
141,14,92 16,0 0,1 3
141,16,5 14 83 63 92 141,0 0 63 0 0,4 1 3 8 6
2 141 176 ,17,81 138,0 0,15 7
67 190 ,53,50,0,6
189,56,144 81 5 59,0 0 0 0,9 2 5 7
70 135 173 ,62,79,0,6
2 39 178 200 ,81,9 17 141 56,81 0 0 0,13 22 4 10
16 50 72 ,83,69 138 16 92 141,0 0 0 0,1 25 4 5
141,90,10 92 85,0 90 0,3 2 27
141,92,83 14 138 16 90 141,0 0 0 0,3 2 11 1
141,138,83 155 17 92 141,0 0 0,4 15 3
16 39 50 176 ,141,4 81 32 83 138 79 16 10 92,141 0 141 0 0 0 0 0,3 5 3 5 4 21 3 1
189,144,10 56,0 0,2 1
2 44 67 75 ,154,11 4,0 0,4 1
141,155,138,0,13
39 176 ,162,53 162,0 0,1 1
7,166,4,0,2
39,10,27 9 144 33,0 0 0 0,3 3 33 2
61 71 72 73 74 ,11,11 160,0 0,1 13
141,14,4 74 56,0 14 0,1 2 7
141,16,92 63,0 0,2 9
141,17,66 138  62,0 0 0 66,39 23 7 2
67,30,58 51,0 0,21 1
50 67 76 144 190 ,53,32 56 154 50 144 47,0 0 0 0 0 0,2 2 6 3 3 15
7 50 144 176 189 196 ,56,11 5 53 14 79 50 9 ,0 0 0 0 0 0,11 2 7 2 7 1
50 135 173 ,62,1  17,0,7
41,74,14,0,11
176,79,23 69 56,0 79 0,7 12 2
200,81,9 65,0 0,10 14
17 50 71 72 ,83,3 4 69 138 9 92 141,0 0 0 0 0 0 0,4 3 4 4 1 17 8
141,90,85 14 141,90 0 0,1 6 1
16 50 141 ,92,92 16,0 0,5 1
16 141 159 197 ,138,155 66 17 83,138 0 0 138,21 5 8 15
189,144,10 65 53,0 0 0,4 1 19
67,154,53,0,12
141,155,138,0,18
75,3,11 4 83 56 63 154,0 0 0 0 0 0,4 2 6 1 4 12
75,4,69 56 50 160 63 145 3 11 5 81 83 146 9 141,0 0 0 0 0 0 0 141 0 0 4 0,1 1 2 1 1 1 4 2 4 1 1 4
75,9,4 81 33,0 0 0,2 12 9
39,10,27,0,1
71 73 74 75 193 ,11,3 4 81 56 50,0 0 0,3 1 2
141,16,14 138 155 90 92,0 0 0 0 0,5 1 18 1 1
141,17,66 138 141,0 0 66 138,12 1 6
75,27,1  23 32,0 0 0,2 10 1
67 72 74 190 ,53,50 154 74 32,0 0 53 53,8 2 4 63
2 7 75 189 ,56,3 11 5 4 81 79 50,0 0 0 0,6 1 8 1
173,62,1  17 79,0 0,3 14
75,63,3,0,3
189,65,144 65 81,65 65 65,5 11 23
41 76 ,74,83 53,0 0,5 12
39 73 75 ,81,3 158 90 65 9 162,0 0 0 0 0 0,2 6 10 3 2 1
17 50 71 ,83,3 4 69 138 74 141,0 0 0 0 0 83,4 2 8 9 5 11
