project_id,user_id,members,mentions,message_number
141,90,3 81 85 155 92 141,0 0 0 0 0 0,1 2 1 11 3 2
7 16 141 ,92,90 154 141 16,92 0 0 0,10 12 4 1
141,138,66 83 17,0 0 0 0,9 2 2 3
71 75 ,141,4 83 90 17 92 141,0 0 0 0 0 0 0,1 1 15 1 7 2 3
189,144,144 65,0 0,19 1
67 75 ,154,3 92 53,0 154 0,9 36 9
141,155,90,0,1
39,10,144 65,0 0,1 1
44 141 ,16,138 74 14 141,0 0 0 0,2 1 1 12
141,17,66 14  141 162,0 0 0 0 0,1 9 1 5 5
67,30,51,0,3
67 74 190 ,53,50,0,13
75 189 ,56,9 5 50,0 0 0,68 8 5
39 70 178 200 ,81,3 162,0 0,13 1
50 70 141 ,90,92,0,2
75 141 ,92,85 83 138 90  154 141,0 0 0 0 0,11 2 18 1 6
16 141 159 ,138,66 83 155 92 141,0 0 0 0 0,3 4 2 17 1
189,144,10 65,0 0,4 1
2 44 67 70 ,154,69,0,1
141,155,138,0,14
75 141 ,156,1,1,7
39 76 176 ,162,66 17 83,162 0 0,5 1 5
141,16,138,0,3
141,16,14 16,0 0,3 1
141,155,83,0,1
39,162,66,0,1
1 70 174 ,3,27 56 10 90 63 74 92 4 5 9 141,0 0 0 0 0 0 0 0 0 0 0,4 4 4 13 2 10 4 2 12 1 2
39,9,3 4 83 11 33 10 50,0 0 0 0 0 0,2 5 1 2 1 4
39,10,27 3 73 158 144 9 154,0 0 0 0 0 0 0,1 1 21 3 15 5 5
73,11,4 81 56 50 9,0 0 0 9 4,1 1 3 7
141,16,4,0,2
141 176 ,17,4,0,2
67 74 190 ,53,50 62,53 0,21 12
70 173 ,62,27 50 53,0 0 0,7 3 8
76,74,3,0,4
178,81,143 11,0 0,8 5
16 17 50 70 72 ,83,3 69 155 9 92 141,0 0 0 83 0 0 0,2 3 2 5 10 1 1
141,90,3 92,0 0,3 5
16 141 ,92,3 4 83 138 16 90 154 141,0 0 0 0 0 0,8 3 5 3 1 1
141,138,10 3 83 156,0 0 0 0,1 1 1 1
2,143,81,0,8
189,144,10  65,0 0 0,12 13 2
141,155,50 56,0,1
39 176 ,162,66,0,2
7,166,14,0,1
73,11,50 11 4,0 0,3 5
141,16,83 92 26 74,0 0 0 0,6 9 2 3
76 141 159 ,17,3 81 138 143 ,0 0 0 0,16 3 4 1
67,30,59,30,2
16 190 ,53,74,0,15
2 176 189 196 ,56,27 11 5 23 138 50 59  141,56 0 0 0 0 0 56,4 4 16 2 1 3 2
67 173 ,62,50 154 53,0 0,1 7
75,69,83,0,6
41 76 ,74,53 166 16,0 0 0,18 24 77
73 74 178 200 ,81,4 56 17 143 9,0 0 0 0,2 13 2 1
16 72 ,83,3 4 69 138 16 155 92 141,0 0 0 0 0 0 0 0,1 2 4 2 9 2 2 1
141,90,81 85 141 16,0 90 0 0,1 1 1 1
16 50 141 ,92,83 14 138 16 90 141,0 0 0 0,2 4 1 2
16 141 159 180 ,138,66 56 10 90 92 11 83 156 17 141 162,0 0 138 0 0 0 0 0 0,1 3 4 1 1 2 2 1 1
2,143,17 81,0,2
72 189 ,144,65,0,13
76,152,27 56 23 17 59 154,154 56 154 0,7 1 6 2
2 67 75 ,154,53 10  62,0 0 0 0,4 1 4 7
141,155,83 69,0,3
76 141 ,156,138,156,4
7,166,74,0,44
72 73 174 ,11,56 50 3 4 83 14 9,0 0 83 0,8 3 4 1
141,16,83 138 155 90 26 92 74,0 0 0 0 0 0 0,4 15 1 9 6 3 1
176,17,143 81 62,0 0 143,1 1 7
190,53,74 16,0 53,3 28
173,62,17,0,1
41 76 ,74,53 16 90 92 141,0 74 53 0 0 0,19 19 4 2 16
2 39 74 178 200 ,81,4 17 143 9 141,0 0 0 0 0 17,6 4 1 4 7 10
16 17 50 71 72 ,83,69 90 92 3 11 4 14 138 141,83 0 0 0 0 83 0 0,4 2 4 2 2 9 5 6
141,90,154 74 92 83 16 141,0 0 0 0 0,10 5 2 1 1
16 141 ,92,83 138 16 90 154 141,0 0 83 141,3 2 5
189,144,65 56,0 0,2 14
2,154,16 90 92 141,0 0,1 1
141,155,16,0,4
39 176 ,162,9,0,1
7 76 ,166,141,0,3
71 73 74 ,11,9 3,0 0,1 3
141,16,92 26 83,0 0 0,1 1 10
141 176 ,17,141,0,3
50 67 190 ,53,50 74,0 0,3 1
16,69,83 141,141,1
7 41 67 76 ,74,154,0,6
2 39 70 ,81,4 81 50 90 9 141,0 81 0 0 0 0,6 15 8 1 2 1
16 17 50 72 ,83,138 16 9 92 141,0 0 83 0,2 2 6 1
141,90,81 92,0 0,2 4
41 76 141 ,92,3 83 14 138 16 90 74 141,0 0 0 0 0 0 83 141,3 8 15 2 7 1 5
50 189 ,144,144 65,144 0,18 1
2 41 50 61 67 ,154,81 4 10 17 92 74,154 154 0 0 0 0,8 4 6 1 1 2
7 50 ,166,4,0,3
71 73 74 75 195 ,11,3 4 11 50 9,0 0 0 0 0,4 4 5 1 5
141,16,83 14 166 90 143 92 74,0 0 0 16 0 0 0,2 13 10 4 3 5 4
2 16 70 141 159 176 ,17,66 62 50 154 4 138 143  141,0 17 0 0 0,5 3 4 3 2
67 190 ,53,4 50 154 74 62,0 53 0 0 0,5 12 2 34 1
39,55,33,0,3
135 173 ,62,53,0,6
41 118 ,74,53 16,0 0,1 3
2 39 70 73 74 ,81,81 4 143 9 154,0 0 0 0 0,6 1 4 6 1
118 141 ,90,16,0,3
75 141 ,92,10 4 92 16,0 0 92 0,1 3 2 1
2,143,17 81 16,143 0 0,9 6 7
189,144,144 65,0 0,13 1
1 67 73 ,154,4 81 53 17,0 0 0 0 0,1 2 29 3 1
39 73 176 ,162,66 138,0,1
7,166,16,0,2
141,16,155,0,23
39,55,33,0,1
71,153,4,0,1
71 73 74 76 ,11,11 81 56 138 50 141,0 0 0 0 0,1 1 3 3 1
141,16,83 92 74,0 0 16,1 2 5
76 141 159 ,17,66 4 83 138 9  141 162,0 0 0 0 0 0 0 0,6 1 1 1 2 4 7 7
190,32,53,0,2
190,50,11 4 81 23 59,0 0 0 0 0,7 2 2 2 4
190,53,32,0,2
67 71 176 189 ,56,5 56 23 90 144 65 59,0 0 0 0 0 0 56,4 5 1 4 4 1 1
189,65,144 56,0 65,1 41
61 72 75 ,69,143,0,2
41 76 ,74,14 23 16 90 9,0 0 0 0,1 2 5 2
39 73 ,81,3 4 11 50 9,0 0 81 0 0,3 2 14 5 5
72,83,4 156 138 16 17 143 92 141,0 0 0 0 0 0 0,1 1 15 21 3 1 2
74 141 ,90,74 56 138 155 92,0 0 0 0 0,3 3 5 1 10
50 141 ,92,145 90 16,0 0 0,3 3 6
74 141 ,138,66 56 90 92 11 83 9 141 162,0 0 0 0 0 0 138 141,3 6 1 1 2 1 1
2,143,83 69,0 143,3 5
189,144,141 65 83 56,0 0 0,2 25 1
190,147,50 23 83,0 0 0,14 3 1
71,153,4,0,1
39 76 ,162,66 17 138 141,0 0 0,4 1 1
50 67 71 73 ,11,11 4 16 50 90 9 92,0 0 0 0 0,1 1 6 1 3
141,16,81 11 90 154 92 141,16 0 16 0 0 0,1 1 7 5 1 1
2 71 72 141 159 176 ,17,154 66 23 158,0 17 0 0,1 12 3 1
190,53,147 154 32,0 0 0,3 4 4
2 71 72 154 176 189 ,56,81 153 23 138 144 59 141,0 0 0 0 0 0 0,3 2 2 2 1 2 3
189,65,3 56,0 65,1 3
16 50 75 ,69,4 83 14 156 141,0 156 69 141,1 2 2
41 72 74 76 ,74,9 90 154,0 0 0,6 2 16
2 67 73 200 ,81,56 50 9 154 141,0 0 0 0 0,2 6 1 6 1
72 141 ,90,92 74,0 90,1 5
72 141 180 ,92,145 11 138 16 90 146 92,0 0 0 0 0 0 0,6 3 1 2 2 1 1
72 141 ,138,3 66 83 56 92 162,0 0 138 0 0 0,1 1 2 5 1 5
2,143,10,0,2
189,144,56,0,2
71,152,153 156 17 141,0 0 0 156,2 2 19 9
2 44 67 70 72 177 ,154,66 81 53 16 10 17 74 141,0 0 0 0 0 0 0 0,8 4 2 1 4 10 1 2
141,156,1  4 69 141,141 0 156 69,2 3 9
39 176 ,162,66 138,0,8
39 168 ,10,27 3 14 33 65,0 0 0 0 0,11 1 1 2 2
71 73 200 ,11,11 4 81 50 141,0 11 0 11 0,2 1 3 13 13
168,14,10 92 69,0 0 0,2 1 2
141,16,92,0,1
2 72 141 159 176 ,17,66 4 83 138  141,0 0 0 0 0,4 7 3 10 2
67,30,51,0,2
190,53,4 32 147 50 154 62,0 0 0 0 53 0 147,2 4 4 3 41 26 6
189,56,153 138 59 141 162,0 0 0 0 0,2 6 2 3 1
173,62,143 53,0 0,3 4
189,65,10 3 65,0 0 0,2 3 1
16,69,3 144 83 141,0 3 69,13 4
41 76 ,74,90,0,3
39 73 200 ,81,50 90 92 11 81 83 158 143 9 141,0 0 0 0 0 0 0 0 0 81 0,11 8 6 1 2 1 2 10 10 1 4
67 141 ,90,154 92 81 74,0 0 0 0,1 2 9 1
41 78 141 ,92,145 81 83 14 138 16 90 146 141,92 0 0 0 0 0 0 141,5 2 1 6 3 1 2 1
141,138,66 56 17 9 92 162,0 0 0 0 0,3 3 6 5 1
2,143,81 62,0 0,8 9
189,144,1  65 69,0 0 ,1 8 2
78,145,146 92,0 0,1 1
67,154,50 90 53,0 0 0,1 29 1
39 176 ,162,9 66 138,0 0,5 2
39,9,56 10 50 92 3 11 4 81 83 33 141,0 0 0 0 0 0 0 0 0 0 0,5 8 2 6 9 6 2 13 2 1 3
39,10,33 144 65 9 141,0 0 0 0 0,1 15 9 13 22
67 73 74 ,11,141,0,1
141,16,147 92 74 141,0 0 0 0,12 3 1 1
2 141 ,17,143 141,0 0,2 6
67 190 ,53,147 50 154,0 0 50 147,6 4 3
189,56,81 156 23 138 90 65 59,0 0 56 0 0,6 8 11 4 1
4 50 70 173 ,62,50 141,0 62,4 12
189,65,3 56 10 144,0 0 65 3,5 8 28 1
41,74,154 16,0 154,9 3
39 73 200 ,81,56 156 138 50 9 141,81 0 81 0,10 1 4 2
141 144 ,90,27 92 56,0 0 90,24 5 45
141,92,147 90 141 16,0 0 0 0,5 22 1 1
2,143,17,0,1
189,144,10 65,0 0,17 11
67 70 ,154,74 53,0 0,5 4
141 162 ,156,4 69 81 56 138,4 56,1 5
39,10,90 141 33,0 0 0,29 3 1
71 74 200 ,11,9 92,0 0,5 1
141,16,147 90 4,0 0 0,2 3 3
141 176 ,17,1  141 56,0 0 0,2 5 7
67,30,58 59,0 0,2 4
190,53,147 50 154,0 0,2 4
67 70 74 176 189 199 ,56,81 5 50 17 59 9 92,0 0 0 0 0 0,2 1 4 6 6 2
39 178 200 ,81,11 81 56 9 154 92 141,81 0 0 0 0 0 0,40 1 3 7 4 1 4
72 141 199 ,90,92 74 16,0 0 0,1 2 28
50 74 141 199 ,92,11 81 56 90 9 154 141,0 0 0 0 0 0 81,6 1 5 18 6 1 3
16 141 ,138,66 4 83 141 50 17  92 62,0 0,2 1
2,143,3 83,0 0,16 1
4 67 70 74 ,154,53 62,0 0,1 1
39,10,33,10,94
39,10,33,10,56
135,62,154 79,0 0,2 1
39,10,27 3 144 33,0 0 0 0,1 3 16 2
71 73 74 75 174 ,11,11 4 56 50 9,0 0 0,1 7 1
141,14,3,0,14
141,16,3 92 141 16,0 0 0 0,11 1 2 4
2 141 ,17,143 81 62,0 0 0,2 2 1
67,30,51,0,4
67 190 ,53,32 147 50 154,0 0 0 0 0,2 6 1 4 1
67 71 176 189 192 ,56,11 4 81 147 23 79 50 65,0 56 56 0 0 0 79,1 9 16 3 1 6 8
135 173 ,62,50 17 79,0 0 62,1 7 17
189,65,144 56,0 0,5 19
173 176 ,79,3 56 23 90 62,0 79 79 0,7 30 17 7
1 2 39 200 ,81,4 56 138 17 143 9,81 81 0 0 0,5 9 2 3 1
141,90,155 92 79,0 0 0,13 3 2
16 41 141 ,92,9 90 141 16,0 0 0 0,1 1 2 1
141,138,81,0,3
2,143,17 81,0 143,5 2
189,144,10 144 65 141,0 144 0 0,3 26 6 4
67,154,53,0,2
39 176 ,162,33,0,3
71 73 74 200 ,11,3 56 16 90 92 141,0 0 0 0,15 2 3 2
141,14,10,0,1
141,16,90 138 92,0 0 0,3 3 2
76 141 ,17,143  138 141,0 0 0 0,2 1 1 1
190,53,32 147 50 154,0 0 0 0 53,5 5 1 1 10
67 189 ,56,50 11 79 59,56 0 0 0,2 1 3 6
135,62,154,0,8
4 74 173 176 ,79,23 141 56,0 0 0,9 1 3
72 200 ,81,9,0,4
71 74 75 141 ,90,92 85,0 90,2 12
72 74 141 200 ,92,3 11 16 90 9 141,0 0 0 0 0 0,2 4 3 6 1 1
76 141 ,138,17,0,2
200,141,79 144 154 92 11 4 153 158 17 9,0 0 0 0 0 0 0 0 0 0 0,1 2 9 1 2 1 3 1 1 1 6
2,143,17,0,2
189,144,158 65 141,0 0 144 0,2 3 21 1
78,145,9,145,5
67 70 177 192 ,154,4 69 53 141 62,0 154 0 0 0,1 2 11 7 2
73 74 ,11,11 4,11 0,2 1
141,16,90 14 141,0 0 0,4 1 12
2 141 176 ,17,3 138 90 143  162,0 0 0 0 0 0,7 33 2 4 11 11
67,30,58,30,3
190,53,5 32 147 50,0 0 0 0 0,2 36 5 1 3
2 176 ,56,32 23 79 144 65 3 59  141,0 0 0 0 0 56 0 0 0,2 3 10 12 1 4 14 16 17
2 39 200 ,81,9 4 141,0 0 81,2 6 3
50 141 ,90,79 10 90 155 154 92 4 14 16 17 141,0 0 0 0 90 0 0 0 0 0 0,1 6 19 1 35 6 1 1 6 1 1
41 50 141 ,92,3 83 138 90 9 154 141,0 0 0 138 0 0 138,4 4 1 2 3 8 2
141,138,4 83 14 154 92 141,0 0 0 138 0,2 1 3 5 1
2,143,17,0,3
189,144,144 65 56,144 0 0,13 6 1
2 67 70 ,154,90 138 92 79,0 0 0 0,9 2 13 5
141,156,1,1,5
39 176 ,162,17 33,0 0,6 14
189,4,3 11 69 153 23 154 141,0 0 0 0 0 0 0,2 3 7 1 1 5 1
71 73 74 75 ,11,3 4 11 81 90 9 92 141,0 0 0 0 11 0 0 0,17 6 3 1 1 3 1 3
141,14,10,0,2
78 141 ,16,90,0,2
70 73 141 176 ,17,143 138,0 0,7 3
39,33,10 9 33,0 33 162 33,11 56 5
190,53,147 50 32,0 50,5 6
75 189 ,56,3 32 56 156 23 65 59  141,0 0 0 0 0 0 0 0,2 6 1 4 9 6 6 4
189,65,144 81 5 56,0 0 0 65,2 5 1 20
72,69,143 4 141,0 141 0,2 2 10
67,79,154 81 141,79 0 0,1 13 6
2 70 200 ,81,56 65 9 154 92,0 0 0 0 0,3 3 1 2 4
72 75 141 ,90,11 56 138 16 90 92,0 90 0 0 90 0,5 1 6 1 9 33
71 75 78 141 ,92,11 81 56 138 90 9,0 0 92 0 0,1 1 6 8 3
16 75 141 ,138,4 83 90 17 154 92 141,0 0 0 0 0 0,1 6 18 8 2 1
2,143,17 69,0 0,3 8
189,144,1  65 141 56,0 0 144 0,1 27 5 5
2 67 70 72 78 190 ,154,4 81 53 138 79,0 154 154 0 0,1 5 11 1 2
39,162,9,0,1
67 71 72 74 174 ,11,11 4 81 56 9 92 141,0 0 11 0,13 4 7 2
141,14,90,0,1
141,16,10 90 92,0 0 0,1 1 4
67,30,58,0,1
39,33,10 9,23 0,17 32
2 24 140 176 189 ,56,27 32 79 10 50 92 81 11 147 158 59 9  141,0 0 0 0 0 0 56 0 0 0 0 0,1 6 4 11 6 2 4 6 4 2 6 3
2 39 200 ,81,56 79 154 92 4 11 9,0 0 0 0 0,2 6 1 1 1
141,90,27 14 138 79 92 141,0 90 0 90 0 0,3 8 4 40 12 3
16 141 ,92,11 83 81 56 138 16 90 9 141,92 92 0 0 9,5 31 2 4 1
141,138,83 90 92 141,0 0 0 0,10 3 2 2
2,143,10 69,0 0,3 2
189,144,10 144,0 0,6 2
24 190 ,147,50 53 56,0 0 147,3 1 11
70,154,4,0,1
39 176 ,162,9,0,2
141,16,16,0,2
190,154,79 53 56,0 53 154,1 11
70 71 73 74 ,11,3 11 56,11 0 0,10 1 2
141,14,16,0,1
141,16,3 92 14,0 16 0,2 2 2
39,33,9 33,0 0,18 5
190,53,32 79 144 154,0 0 0 0 79,11 61 12 2 10
71 74 179 ,56,23 50 154 3 11 4 83 81 59 9  141,0 56 56 0 0 0 0 56,1 12 5 17 5 1 1 2
1,63,3,0,1
70 72 75 ,69,1  156,0 156,4 2
74 141 ,90,138 154 92,0 0 0 0,8 1 2 5
50 74 141 ,92,90 154 16,92 92 0,3 5 4
2,143,9 3 4,0 0 0,2 5 1
189,144,53,0,9
74 190 ,154,53 56 79 90 92,0 0 0 0,4 2 6 2
141,156,69 32 56,69 32,2 4
71 73 74 ,11,9 3 11 56,11 0 11 0,28 3 6 3
141,14,90,0,8
141,16,90,0,1
39,33,10 9 33,33 0 33,49 9 8
190,53,50 154 32 79,53 0 53 0,52 4 64 18
2 71 189 ,56,50 11 23,0 0 0,2 3 3
50,69,1,1,6
41 76 ,74,92 83,0 0,4 21
141,90,85 14 74 16 154 92,0 0 0 0 0 0,9 1 2 6 5 1
41 141 ,92,11 81 56 90 9 74,0 92 9,6 2 2
2,143,9 17,0 0,3 1
189,144,10,0,3
194,154,66 53 90 65 17 143,0 0 66 143 17 65 154,22 7 4
73 74 174 ,11,9 11 4 56,0 0 0 0,1 3 2 2
50 141 ,14,90 156,0 0,5 3
141,16,90 3 81,0 0 0,1 1 6
76 141 ,17,66 65 143 154,0 154,4 1
39,33,10 9 33,0 0 0,9 37 1
190,53,32 79 154,0 0 0 154,17 36 18 2
75,69,81 83 74,0 0,2 1
41,74,83 69 56 79 92,0 0 0 0,3 16 11 2
141,90,92 14 79 16,0 90 0 0,4 6 21 4
41 141 ,92,90 74,92 0,7 3
141,138,154,0,2
2,143,66 17 65 154,0 0,5 1
189,144,10 65,144 0,11 5
190,154,66 53 138 65 17 143,154 0 0,17 3 1
141,156,14 56,14 56,3 3
74,3,83 5 79 56,0 0 0 0,7 5 2 1
76,9,4 81 83 33 141,0 0 0 0,3 16 18 11
71 73 74 76 ,11,11 4 81 79 90,11 0 11 0 0,19 1 2 2 2
141,14,92 138 83 156,0 0 0 0,1 4 17 3
74 141 ,16,81 83 90 92 74,0 0 0 16 0,2 4 3 3 1
167,32,85 53,32 0,28 2
190,53,32 79 50 154,53 53 50 53 79 0 0,42 50 133 29 11
2 74 76 189 ,56,50 3 154,0 0 56,8 3 8
41,74,81 83 69 16 154 92,0 0 0 0 0,1 4 2 13 2
74,79,3 83 53 50 154,0 0 79 0 0,2 3 114 41 9
76,81,11 4 83 33 16 10 9 74,0 81 0 0 0 0 0 0,4 25 9 5 6 22 3 2
141,90,90 11 92 16,0 0 0 0,5 2 1 17
74 141 ,92,90 14 16,0 0 0,4 1 3
141 197 ,138,154 83 14,0 0 0,17 8 3
2,143,17 83,143 0,2 1
189 197 ,144,10,0,20
70 190 ,154,66 53 56 79 50 65 74 138 17 143,0 154 0 0 0 0 65 66 143 79 154,1 35 5 3 6 5 10 3
76 141 ,156,153 14,14 153,6 6
71 74 ,11,11 3 4,0 0 0,5 2 1
70 141 176 ,17,143  162,0 0 0,1 2 5
167,32,53,32,9
190,53,32 79 50 154,0 0 0 53 154,7 1 7 8
39,55,33,0,5
50 74 75 189 ,56,83 11 74,56 56 0,2 5 14
16 70 ,69,83,0,2
41 50 75 ,74,90 56,0 0,2 5
70 72 141 ,90,4 85 138 90 92 74,0 0 0 0 90 0,2 4 1 1  14
41 75 141 ,92,90 83 79,0 0 0,6 8 62
16 141 ,138,90 154 83,0 0 0,15 10 1
2,143,65,0,1
189,144,65,0,4
190,154,65 138 53 79,0 0 0,1 2 6
50 75 141 ,14,138,0,7
67,30,51,0,10
141,90,9 138 92,0 0 0,2 24 2
16 41 141 ,92,90,0,15
141,138,90 14,0 0,8 1
2,143,65,0,1
41 74 75 ,154,53 62,0,1
71 73 74 ,11,11 4 81 83 9,0 0 11 11 83,4 12 7 18 13
141,14,90 138 83,0 0 0,3 16 1
141,16,66 4 156 138 92 74,0 0 0 0,3 2 1 2
67,30,51,0,2
190,53,154 79,0 32 79,4 22
50 189 ,56,27 50 23 59,0 0 0,4 6 4
50 70 190 ,62,50,0,2
189,65,144,0,9
16 72 75 ,69,143,0,6
41,74,16,0,2
50 141 ,90,9 14 79,0 0 90,2 23 15
50 141 180 ,138,66 83 14 16 17 92 141,0 0 0 0 0 0 0,1 3 4 1 8 3 2
2,143,66 4 69 65 17 154,0 143 0 65 17,4 1 8 1
189,144,65 158 141,0 141,7 3
2 50 70 ,154,83 53 79 65,0 0 0 79 154,4 2 1 30
39 176 ,162,10 9 79,0 0 0,2 1 1
2 71 72 73 74 ,11,3 11 4 79 50 9 92,0 0 0 9 0,9 3 11 1 4
141,16,90 92 16,0 0 0,1 5 1
67,30,51,0,2
67 190 ,53,154 79 62,0 62 0,2 5 3
189,56,27 23 79 50 144 74 3 81 59 143 9 ,0 0 0 0 0 0 0 56 56 0 ,5 3 3 1 1 4 1 1 1 14 9
16 50 72 75 ,69,83,0,13
41,74,56 16,0 0,1 1
74 167 176 190 ,79,53 56 158 50 90 154,0 0 0 0 0,2 4 21 3 2
141,90,81 14 138 79 16 143 92,0 0 0 0 0 0 0,11 4 18 3 35 5 2
16 41 74 141 ,92,11 138 79 16 90,0 0 0 0,2 19 6 3
16 141 ,138,90 92,0 0,2 11
2,143,66 81 90 65 17 9 154 92,0 0 143 0 143 143 154,3 1 9 1 1 2
189,144,50 65 56,0 144 0,2 10 4
72 190 ,154,66 83 53 79 65 17 143,0 154 0 0,1 8 2 2
39 176 ,162,10,0,2
74,9,56 79 50 81 83 14 11 33 4 138,0 0 0 0 0 0 0 0 0,10 3 2 29 11 5 1 2 5
141,16,92,0,12
196,32,50 58 85 51,0 0 0 0,4 2 2 2
67 190 ,53,83 79 154 74 62,0 0 53 0 0 0 154,1 7 31 2 23 4 6
67 190 196 ,62,50 58 154,0 58 154,16 10
41,74,4 53 166 79 154 92,0 0 0 0 0 0,9 6 1 1 5 3
67,79,53 56 23 50 90 154 92 74 147 9,0 0 0 0 0 0 0 0 0,2 2 9 48 1 1 1 21 8
141,90,145 4 81 138 146 92,0 0 0 0 0,6 1 4 12 2
141,92,17 138 16,92 0 0,12 1 15
50 74 141 ,138,66 83 14 90 9 92,0 0 0 138 0 0,4 1 5 19 10 16
2,143,10 81,0 0,1 3
189,144,65,0,7
2 50 67 70 ,154,81 53 79 74,0 0 0 79 154,12 4 1 6
73 74 75 ,11,9 4,0 0,14 1
141,16,90 92,0 16,22 20
67,30,51,30,5
67 190 ,53,14 79 50 154,0 0 53 0 0,3 3 13 10 28
50 189 ,56,3 81 50 143 9,0 0 56 0,5 5 3 1
173 190 ,62,58 154 79,0 0 58 154,3 25 5
189,65,144 65,65 65,6 4
75,69,83,0,4
41 50 75 ,74,81 56 166 79 154,0 0 0 74 0,2 6 11 32 26
67,79,53 154 74 62,0 0 0 0,13 4 10 54
16,83,69 138 92 141,0 0 0 0,14 5 15 10
70 141 ,90,85 138 16 90 92,0 0 0 90 0,26 20 2 34 1
16 141 ,92,85 83 138 16 90 141,92 0 0 0 0,18 4 5 22 3
141,138,83 90 92 141,0 0,1 1
2,143,66 17 56,143 0 0,3 4 1
189,144,65,0,1
41 67 75 190 ,154,58 53 79 154 74 62,0 154 0 154 53 62,7 51 22 4 18 6
75 141 ,156,1,0,5
141,16,90,0,1
141,138,66 14,0 138,1 1
141,16,92,0,14
141,92,16,0,10
141,138,83,0,1
71 73 74 75 ,11,11 4 81 56 158 92,0 0 0 0 0 0,4 2 4 9 2 5
141,14,138,14,1
141,16,14,16,1
2 70 76 176 ,17,143  162,0 0 0,4 2 2
71,56,56 50 26 65  3 11 4 81 9 141,0 0 0 0 56 0 0 0 0,4 2 5 8 2 2 1 5 1
70 190 ,62,154,0,2
41,74,3 83 79 141,0 0 0 0,19 25 3 1
141,92,143 11 141,0 0 0,4 4 1
141,138,83,0,8
2,143,9 66 17 92,0 0 0 0,1 3 2 2
189,144,65,0,7
190,154,83 53 62 79 141,0 0 0 0 0,5 1 7 2 3
39 176 ,162,17,0,3
71 73 74 75 ,11,3 11 4 56 79 9 92 141,11 0 0 11 0 0 0,10 5 2 2 1 1 4
67,30,51,0,1
16 190 ,53,3 141 79 154 74 62,0 0 0 0 0 0,5 20 5 6 8 1
67 190 ,62,50 154 53,0 0 0,4 8 7
41,74,3 154 53 16,0 0 0 0,14 3 6 16
72 167 176 207 ,79,53 56 23 50 154 92 3 4 11 147,0 0 0 0 0 0 0,10 14 18 1 8 12 9
16 72 141 207 ,92,56 79 154 3 11 83 81 138 16 143 9 141,0 0 0 154 92 141 0,2 2 6 2 3 1
2 75 ,143,3 66 81 50 17 9 154 92,0 0 143 0 0 0 0,3 1 2 2 1 5 3
167 189 ,144,3 65 158 144,0 0 0 0,1 7 1 2
70,154,53 79 143 92 74 62,0 0 154 0 92,10 8 8 12 3
141,156,141,141,3
176,162,17,0,19
71 73 74 206 207 211 ,11,3 11 147 79 16 90 92,0 0 0 11 0 0 0,4 1 4 13 1 2 3
190,53,50 154 79 62,0 0 0 0,5 3 15 3
67 190 209 ,62,27 58 53 50 59 154,62 0 0 0 0,43 5 2 4 1
41,74,3 154 92 16,74 74 74 0,7 3 7 7
17 24 72 75 167 176 206 ,79,53 23 50 92 74 11 83 158 16 141,0 79 0 79 0 0 0,2 21 1 10 5 1 1
72 74 141 ,90,79 92 145 3 11 83 16 146 141,0 0 0 0 0,2 15 3 13 1
16 41 72 141 206 210 ,92,79 90 144 154 74 11 4 83 138 16 143 141,0 0 0 92 0 0 0 0 0 92,4 3 1 3 2 6 3 2 5 6
16 141 ,138,17,0,1
2 72 210 ,143,3 66 81 17 65 154 92,0 0 0 143 0 154,2 2 14 1 2 4
189,144,65 92,0 0,4 4
210,146,145 79 16 90 92 141,0,1
72,152,27 4 56 156 23 59,0 156,2 3
70 210 ,154,143 92 74 62,0 0 0,2 2 6
71,156,1  4,4,2
39 176 ,162,10 9 66 17,0 0 0 0,2 1 4 1
71 73 74 195 ,11,4 81,0 0,2 6
67 180 190 ,53,83 32 79 50 154 141,0 0 3 16 0 0 0 0,4 5 5 1 4 3 6
196 209 ,62,3 58 50 154 ,0 62 0 0 62,3 28 34 1 27
76,74,90 154 79,0 0 0,20 2 1
67 72 167 176 195 ,79,83 53 158 50 154 74,0 0 0 0 0 0,4 20 11 2 3 1
72 141 ,90,92 74 16,0 0 0,3 3 53
141 195 206 ,92,11 83 56 138 16 90 143 141,0 0 0 0 0 0 138,1 2 2 3 34 4 3
141,138,66 4 83 141 50 17  92 62,138 0 0 0 138,4 7 1 4 3
2 75 ,143,66 4 81 17 65 154 92,0 0 0 0 0 0 0,3 4 3 3 1 3 1
189,144,144 65 158,0 0 144,3 1 6
67,147,50,147,4
72,152,27 66 4 56 156 23 138 50 17 59 62,1  153 23 0,5 55 3
67 190 ,154,53 79 74 62,154 154 0 0,3 39 2 4
141,156,1  17,17 0,1 4
189,158,144 79,0 0,3 3
39 76 176 ,162,66 17,0 0,2 2
67 73 74 ,11,4 81 50 160 92,0 0 11 0 11,1 1 4 2 7
74 76 180 190 ,53,3 79 154,0 0 0 0,9 10 7 13
39,55,33,0,1
67 209 ,62,50 3 58 79,0 0 0 62,4 21 1 30
72 75 ,69,4 83 141,0 0,2 1
75 76 ,74,79,0,13
70 141 ,90,145 16,90 0,7 4
16 141 206 ,92,83 11 138 141,0 83,5 1
74 141 180 ,138,83 17 154 92 141,0 0 0,1 1 2
2,143,65 141,0 0,5 2
189,144,144 65 158,0 0 0,3 1 4
70 210 ,145,90,0,3
72,152,4 85 141,156 4 85 0 0,9 2 2
